2018-04-30,2298,LAX,196
2018-03-04,132,EWR,185
2018-02-14,789,CLT,136
2018-01-12,1497,RNO,218
2018-02-18,1758,CHS,136
2018-04-20,2607,BOS,215
2018-08-31,75,SFO,215
2018-01-21,2495,COS,112
2018-09-23,2710,TUS,149
2018-09-03,2710,TUS,140
2018-07-02,855,CLT,131
2018-09-28,2375,SLC,194
2018-02-18,1313,JFK,199
2018-01-04,2557,AUS,55
2018-05-31,2501,BNA,105
2018-08-28,2508,DTW,155
2018-08-28,2248,SFO,263
2018-07-31,2644,XNA,62
2018-02-07,608,ATL,125
2018-03-31,1241,ONT,190
2018-03-16,683,LAS,195
2018-09-26,1371,DSM,89
2018-01-07,1582,CLE,155
2018-07-05,1229,SAN,168
2018-01-09,2495,COS,160
2018-05-06,2778,SAN,180
2018-03-18,417,SFO,240
2018-01-06,2673,BNA,102
2018-06-27,2591,SAT,78
2018-08-29,2412,ORD,142
2018-07-31,320,ORF,169
2018-03-31,2397,EGE,146
2018-04-16,1065,BNA,108
2018-02-23,2484,EWR,176
2018-06-27,2566,SLC,148
2018-08-21,1330,LGA,196
2018-01-17,2337,SAN,169
2018-04-10,2506,SNA,190
2018-01-15,2207,SFO,224
2018-04-03,690,LAS,173
2018-09-18,1611,SAN,166
2018-06-23,2791,MCO,145
2018-01-19,2477,GSP,141
2018-07-12,1612,GSP,133
2018-05-06,390,SNA,188
2018-07-21,2646,CHS,133
2018-04-22,1734,MEM,87
2018-07-14,2641,PNS,101
2018-05-23,2613,OMA,100
2018-09-30,2423,JFK,198
2018-01-14,1094,BOS,207
2018-05-09,1499,CHS,135
2018-02-24,1984,MCO,160
2018-02-12,2686,MIA,172
2018-08-02,2396,OKC,57
2018-02-17,2042,CLT,142
2018-10-28,896,SEA,254
2018-09-18,2310,RNO,209
2018-10-13,890,OAK,336
2018-07-10,1351,TPA,158
2018-02-09,2293,DCA,150
2018-03-17,1312,CLT,144
2018-09-05,1113,SJC,202
2018-08-12,2019,PIT,165
2018-07-26,1242,MCO,152
2018-10-17,1245,MSP,120
2018-07-01,2761,STL,89
2018-04-11,1164,LGA,186
2018-05-31,2427,MIA,170
2018-01-18,1583,TUS,128
2018-03-29,360,IND,104
2018-10-14,2353,TPA,134
2018-03-08,2749,MKE,130
2018-09-05,1229,SAN,185
2018-07-08,1328,COS,112
2018-02-15,2339,SEA,272
2018-05-05,2488,MIA,161
2018-07-22,352,SJC,204
2018-07-08,2301,OKC,55
2018-08-22,2225,FAT,193
2018-06-20,1164,LGA,196
2018-07-16,2810,COS,109
2018-08-30,1011,LGA,211
2018-05-11,889,PHX,148
2018-05-19,2501,BNA,114
2018-01-19,1647,PDX,245
2018-10-15,2559,DTW,159
2018-05-22,1212,MCO,161
2018-02-28,2607,BOS,188
2018-01-17,2361,BWI,192
2018-09-09,2686,GRR,135
2018-01-19,2686,MIA,153
2018-01-20,1043,STL,93
2018-01-24,1473,ATL,106
2018-04-25,1103,SEA,259
2018-08-15,1584,AUS,52
2018-05-31,2236,TUL,53
2018-10-05,1322,PHL,192
2018-05-08,2236,TUL,55
2018-01-19,2510,SLC,158
2018-10-28,2240,SEA,269
2018-05-04,1690,PHL,187
2018-09-15,2709,PSP,168
2018-04-13,2564,FLL,184
2018-09-08,2566,SLC,159
2018-04-25,2511,ABQ,117
2018-07-20,854,PHX,135
2018-03-07,1583,TUS,148
2018-05-22,1550,DCA,224
2018-07-06,2251,BWI,177
2018-04-11,1172,BOS,216
2018-02-24,1568,MEM,122
2018-02-11,1217,ORD,214
2018-06-06,1579,RNO,216
2018-07-18,2212,IAH,69
2018-07-21,249,SAT,60
2018-05-28,2296,MSP,147
2018-01-10,610,DCA,162
2018-02-10,2758,ABQ,104
2018-04-16,2752,RDU,141
2018-10-01,1483,BOS,215
2018-07-21,1336,MCO,141
2018-04-15,2408,ATL,121
2018-04-06,2375,PDX,262
2018-02-22,2226,DSM,125
2018-03-08,1075,ELP,100
2018-03-01,2425,LAX,223
2018-07-24,2753,DTW,176
2018-04-12,1302,FLL,170
2018-07-23,1435,AUS,65
2018-10-02,34,EWR,211
2018-09-19,2267,MCI,100
2018-05-30,2248,BWI,173
2018-05-28,837,ATL,140
2018-04-14,1165,MEM,77
2018-07-27,2318,LAX,177
2018-10-06,2709,PSP,181
2018-09-29,2516,MCO,161
2018-08-11,2276,IAH,145
2018-02-23,1427,ABQ,117
2018-04-14,1258,ORD,123
2018-08-27,374,MCI,95
2018-08-17,2338,SMF,217
2018-09-26,1441,TUS,125
2018-04-02,1427,ABQ,113
2018-01-15,529,HDN,153
2018-03-05,761,PHX,163
2018-09-04,2784,IAD,187
2018-09-12,2389,PNS,93
2018-06-05,2607,BOS,212
2018-07-17,2620,IND,124
2018-05-04,761,PHX,157
2018-07-16,2223,ORD,166
2018-06-12,2467,DSM,0
2018-07-16,2791,MCO,150
2018-07-02,1620,TUL,52
2018-10-21,2401,TPA,141
2018-02-14,1207,OKC,54
2018-02-04,2222,AUS,62
2018-05-01,1403,SAN,192
2018-02-08,2366,RSW,142
2018-09-15,2735,SJC,220
2018-06-01,103,SJC,217
2018-05-30,1484,AUS,58
2018-01-24,1606,RDU,134
2018-05-10,417,SFO,235
2018-06-09,2316,RIC,163
2018-09-20,2331,CLE,159
2018-08-29,394,TUL,53
2018-08-10,379,CLT,145
2018-01-20,1237,FLL,152
2018-03-09,2283,VPS,100
2018-07-06,1266,FAT,0
2018-03-15,936,DCA,157
2018-08-24,1203,LAS,165
2018-05-08,1497,MIA,167
2018-05-03,1556,IAD,163
2018-06-13,1271,IAH,70
2018-07-22,1237,ONT,163
2018-05-11,2259,BNA,106
2018-05-07,2112,LAS,162
2018-02-13,2479,ATL,113
2018-07-22,2640,PBI,157
2018-10-27,319,ORD,139
2018-09-28,1771,LAS,171
2018-06-27,2649,LAS,164
2018-01-25,2660,CVG,130
2018-01-01,2779,ORF,144
2018-08-16,2644,XNA,67
2018-08-06,1505,MCI,88
2018-08-13,2613,SNA,195
2018-03-19,132,EWR,190
2018-06-21,152,SFO,228
2018-10-22,2340,PHL,199
2018-03-19,1523,FLL,165
2018-04-22,594,OKC,56
2018-07-19,1379,EWR,193
2018-08-13,462,CLT,149
2018-08-12,352,SJC,221
2018-02-24,132,EWR,175
2018-06-30,1046,MSY,81
2018-06-16,1455,MSY,84
2018-08-08,1377,TUL,58
2018-05-01,501,DEN,118
2018-06-24,1632,PHX,138
2018-03-18,2177,DEN,128
2018-01-04,2319,ORD,146
2018-09-12,1079,SEA,259
2018-07-25,2631,CAE,141
2018-10-03,2255,SNA,186
2018-06-26,119,OGG,471
2018-04-06,417,SFO,260
2018-07-19,379,CLT,151
2018-05-14,2501,BNA,100
2018-05-12,2268,CVG,137
2018-10-01,2224,PDX,233
2018-04-22,2511,ABQ,113
2018-03-19,140,SJC,250
2018-07-01,1505,MCI,88
2018-04-20,2001,CLT,149
2018-08-10,2309,CVG,136
2018-06-04,1229,ELP,0
2018-07-24,2388,DSM,105
2018-07-30,1379,EWR,309
2018-04-29,2276,IND,124
2018-07-07,2459,LAX,205
2018-05-21,2358,MSY,83
2018-01-17,2768,SFO,221
2018-09-12,808,PHL,203
2018-08-19,1212,IAD,168
2018-10-05,1316,PDX,262
2018-02-15,2469,PIT,143
2018-08-01,2745,RDU,157
2018-03-28,1213,SAT,0
2018-03-10,1112,LGA,185
2018-10-28,371,BNA,100
2018-09-19,2409,RDU,162
2018-08-31,1596,OKC,60
2018-02-10,1708,LAX,190
2018-08-12,1216,CLT,152
2018-02-17,2649,LAX,194
2018-09-16,2375,SLC,159
2018-05-30,1080,LAS,180
2018-10-16,2736,EWR,187
2018-08-05,2242,JFK,206
2018-05-13,2371,STL,90
2018-05-18,2231,OKC,63
2018-06-24,2224,PDX,231
2018-01-15,1647,PDX,246
2018-05-04,390,SNA,184
2018-10-29,852,PHX,143
2018-07-19,2404,AUS,52
2018-06-13,2480,CLE,156
2018-02-09,2294,OMA,112
2018-05-19,1641,MCO,150
2018-10-06,1584,AUS,57
2018-05-24,2214,ABQ,97
2018-05-04,1258,ORD,133
2018-06-19,2790,IAH,68
2018-09-16,1460,PDX,244
2018-08-02,1462,SLC,159
2018-10-06,1449,GRR,144
2018-04-07,2510,SLC,194
2018-04-01,1295,SEA,267
2018-02-05,2423,MSP,133
2018-06-02,1053,ATL,120
2018-08-12,190,SAV,132
2018-05-09,1695,MCI,101
2018-04-19,327,DCA,162
2018-07-13,178,ICT,71
2018-04-09,1169,LGA,185
2018-08-01,1576,FLL,161
2018-07-13,334,SAT,60
2018-03-20,2336,MIA,158
2018-05-03,626,PHX,148
2018-09-26,371,BNA,125
2018-06-08,1260,SFO,232
2018-09-25,701,CLT,144
2018-09-11,394,TUL,60
2018-07-05,1578,MSP,135
2018-03-30,1610,SEA,277
2018-08-08,1522,BDL,224
2018-03-20,1129,IND,115
2018-10-01,2761,STL,101
2018-06-18,1284,FAT,197
2018-02-05,119,OGG,486
2018-09-11,2644,ICT,98
2018-06-06,2276,IND,129
2018-02-11,1427,ABQ,111
2018-10-07,1596,OKC,64
2018-04-02,1292,TUL,58
2018-08-05,1006,SLC,151
2018-02-27,2297,MSY,82
2018-06-14,1133,RIC,164
