2018-09-06,333,ATL,119
2018-04-28,1098,MIA,157
2018-07-12,1469,RSW,153
2018-04-24,1357,CLE,161
2018-08-05,1605,RDU,162
2018-03-22,1542,SJC,238
2018-01-21,2674,OMA,104
2018-08-19,1441,TUS,131
2018-05-19,1220,SEA,283
2018-07-15,855,CLT,179
2018-06-17,1358,SAT,60
2018-05-19,1484,AUS,49
2018-01-29,2363,MIA,149
2018-01-27,103,SJC,223
2018-03-05,1094,BOS,202
2018-08-06,446,SFO,202
2018-03-02,585,PHL,0
2018-03-29,262,MIA,172
2018-01-10,2258,IAH,76
2018-05-11,2345,MKE,127
2018-04-27,119,OGG,513
2018-09-19,344,SLC,149
2018-04-26,2401,LAX,229
2018-01-12,2668,DAY,132
2018-05-30,2427,MIA,159
2018-07-10,299,EWR,212
2018-10-13,2254,LAX,190
2018-04-07,2469,MSY,90
2018-07-09,1047,VPS,108
2018-03-03,1758,CHS,124
2018-06-04,1660,PHL,189
2018-03-07,1212,MCO,142
2018-06-11,2252,ELP,94
2018-01-14,2516,LAX,197
2018-10-17,1229,SAN,186
2018-07-25,2649,LAS,182
2018-08-18,2239,MIA,194
2018-06-16,394,TUL,63
2018-02-27,2670,OMA,99
2018-08-26,2227,MIA,163
2018-08-13,1085,LAX,204
2018-05-02,2301,PSP,178
2018-03-15,2469,PIT,156
2018-06-25,981,PHX,150
2018-04-14,2423,MSP,0
2018-04-20,2635,PNS,101
2018-10-19,2749,ATL,112
2018-01-17,1763,SAN,0
2018-08-17,348,SNA,179
2018-06-02,1251,ICT,70
2018-10-26,2055,MCI,87
2018-02-25,2510,SLC,175
2018-07-24,2636,AUS,49
2018-05-06,2334,RDU,166
2018-02-06,2401,LAX,202
2018-05-13,2431,IAH,59
2018-05-29,569,SAN,189
2018-07-24,2444,STL,110
2018-01-19,2301,PSP,173
2018-04-10,1196,TPA,203
2018-07-08,808,PHL,204
2018-02-20,2761,ORD,131
2018-02-18,2714,FLL,162
2018-08-02,2520,ORD,176
2018-02-17,2333,EGE,176
2018-02-19,952,EWR,184
2018-06-16,2437,LAX,186
2018-10-25,2683,SFO,225
2018-10-11,1202,IND,126
2018-10-08,1258,ORD,137
2018-09-20,2779,SNA,262
2018-07-24,2351,DCA,183
2018-06-07,1620,TUL,58
2018-10-30,1263,LGA,198
2018-02-21,1067,DTW,144
2018-01-06,1206,MSP,138
2018-08-22,2737,ATL,127
2018-09-09,2276,IAH,63
2018-05-25,1561,AUS,84
2018-08-02,2401,TPA,238
2018-04-29,1473,ATL,122
2018-06-18,1305,JAX,142
2018-03-05,1580,PDX,268
2018-07-19,1996,MEM,95
2018-06-16,1009,BNA,105
2018-09-24,1243,SAN,201
2018-08-25,2459,LAX,183
2018-06-07,2309,CVG,128
2018-05-08,2426,TUL,58
2018-01-25,632,CLT,140
2018-01-23,1294,JFK,186
2018-04-23,2723,SNA,206
2018-05-21,2472,OKC,71
2018-01-04,551,PHX,154
2018-10-29,2438,DEN,123
2018-03-16,1206,MSP,137
2018-10-19,299,EWR,208
2018-04-11,2341,PHX,147
2018-04-22,2290,DCA,164
2018-02-22,2434,MCO,162
2018-03-14,1165,PDX,236
2018-09-19,2753,DTW,149
2018-08-03,22,IAH,55
2018-09-06,188,IND,121
2018-05-01,1098,MIA,152
2018-06-15,2480,CLE,144
2018-04-08,137,PIT,152
2018-10-10,1566,OKC,46
2018-01-30,2710,DSM,113
2018-01-13,2290,DCA,154
2018-04-15,340,MCI,97
2018-04-02,2389,SNA,197
2018-10-10,1596,OKC,46
2018-03-20,1568,MEM,83
2018-06-01,1106,BWI,168
2018-01-12,1043,STL,108
2018-09-22,407,PHX,149
2018-04-23,1261,IAD,165
2018-04-08,814,SMF,252
2018-01-07,2574,VPS,100
2018-04-21,2701,SFO,233
2018-09-06,2316,RIC,174
2018-04-19,1597,SLC,179
2018-06-25,2423,JFK,203
2018-09-07,2628,OMA,91
2018-07-19,1644,SEA,256
2018-09-27,2724,SNA,184
2018-04-03,2564,FLL,158
2018-09-12,2372,SAT,59
2018-10-28,2565,MCI,87
2018-02-11,2478,SMF,235
2018-10-18,1522,BDL,196
2018-05-10,357,SAT,57
2018-01-07,2560,DEN,115
2018-02-21,1541,FLL,170
2018-07-08,1460,PDX,222
2018-09-06,2740,ONT,172
2018-03-12,2479,ATL,120
2018-07-17,379,CLT,158
2018-09-23,2613,SNA,190
2018-02-21,190,SAT,77
2018-08-24,1010,STL,94
2018-02-18,610,DCA,159
2018-07-09,1155,RDU,169
2018-05-09,1075,ELP,92
2018-09-28,2812,ORD,139
2018-05-14,2568,ABQ,103
2018-07-18,311,SAT,54
2018-04-24,2315,CVG,142
2018-02-18,2738,MIA,155
2018-01-03,2777,ELP,117
2018-05-15,1129,IND,129
2018-05-24,2519,OMA,101
2018-07-17,2234,BOI,187
2018-04-20,2781,SEA,251
2018-06-19,1116,ORD,156
2018-03-02,1165,PDX,256
2018-08-01,2418,ORD,149
2018-09-04,2250,OKC,60
2018-03-28,2408,ATL,142
2018-02-20,1118,LGA,195
2018-08-11,1427,PHL,234
2018-07-27,1336,MCO,148
2018-06-27,1076,BNA,97
2018-04-23,43,DTW,173
2018-08-17,1427,PHL,204
2018-07-08,1309,ATL,135
2018-05-11,937,LAX,215
2018-08-17,148,ANC,414
2018-07-29,2579,BOS,209
2018-03-19,2557,AUS,79
2018-07-04,2310,ORD,136
2018-10-31,2519,PHX,192
2018-08-09,2587,ORF,175
2018-03-04,496,CLT,132
2018-06-09,2471,ONT,171
2018-01-04,310,DEN,128
2018-06-11,1241,SEA,261
2018-05-24,1309,FAT,208
2018-05-26,2260,PSP,182
2018-02-02,2495,COS,126
2018-07-22,1257,CMH,145
2018-05-28,2624,PHL,186
2018-10-17,446,SFO,212
2018-07-14,2552,CLE,152
2018-05-22,1195,LAS,161
2018-09-24,2555,ONT,185
2018-10-14,2599,LAS,184
2018-01-26,323,STL,101
2018-02-28,1075,ELP,128
2018-04-26,2605,OMA,109
2018-09-21,784,MCI,102
2018-05-30,84,DTW,159
2018-09-12,2709,PSP,176
2018-01-19,1229,EWR,210
2018-07-25,2242,JFK,228
2018-07-10,2420,ABQ,122
2018-06-16,1175,SFO,232
2018-09-27,202,DCA,159
2018-05-04,1198,TPA,142
2018-07-29,2655,DEN,120
2018-07-02,2301,OKC,58
2018-03-07,2467,ORD,126
2018-01-01,2495,COS,114
2018-07-08,654,MEM,93
2018-03-08,901,CMH,144
2018-03-11,2632,SLC,172
2018-10-06,1505,MCI,97
2018-04-26,2385,SAT,73
2018-06-02,2568,ABQ,102
2018-08-08,2567,MIA,165
2018-01-24,2260,PSP,178
2018-09-13,2566,SLC,156
2018-03-16,2718,MCI,99
2018-10-31,701,CLT,201
2018-05-16,2358,MSY,82
2018-08-25,1475,RSW,163
2018-08-10,2555,ONT,185
2018-01-18,2533,FAT,207
2018-09-08,665,CLT,161
2018-10-31,2709,PSP,167
2018-08-08,514,CLT,146
2018-05-22,1525,PDX,225
2018-08-30,2752,DCA,177
2018-05-24,944,TUS,129
2018-09-26,2720,MIA,195
2018-10-25,679,SAN,187
2018-06-09,1382,EWR,189
2018-03-14,2386,IAH,57
2018-04-06,1093,SJU,267
2018-10-17,598,ATL,121
2018-09-24,2463,ABQ,101
2018-09-12,2275,TUL,63
2018-10-11,2389,PNS,102
2018-05-21,626,PHX,142
2018-07-27,2252,ELP,89
2018-04-10,2479,LAS,158
2018-06-18,2079,MEM,88
2018-01-05,683,LAS,178
2018-07-20,1408,LAX,240
2018-06-06,2521,MSY,86
2018-08-14,2758,SAN,169
2018-04-17,1597,SLC,167
2018-02-03,2386,IAH,59
2018-01-10,1059,PHL,179
2018-08-21,2240,SEA,332
2018-04-10,660,RDU,135
2018-05-08,2299,OMA,98
2018-08-02,2438,DEN,118
2018-01-23,1261,IAD,141
2018-08-11,2683,SFO,221
2018-06-09,2814,EWR,188
2018-10-17,1413,IAH,79
2018-03-14,2693,MFE,82
2018-08-25,1401,LAS,192
2018-04-20,2673,BNA,106
2018-09-16,2694,IAH,62
2018-10-12,1524,SNA,207
2018-03-30,542,LAS,180
2018-08-26,1373,AUS,54
2018-01-25,1217,ORD,149
2018-04-09,357,SAT,65
2018-07-26,2376,IAH,60
2018-10-08,1979,CLT,150
2018-08-08,2389,PNS,108
2018-02-09,2478,SMF,232
2018-09-10,2284,CMH,132
2018-06-11,2438,DEN,111
2018-04-08,2752,RDU,167
2018-01-07,1038,MSY,81
2018-06-17,2301,OKC,58
2018-04-03,2674,OMA,100
2018-02-21,1460,DCA,171
2018-01-15,244,CVG,119
2018-07-02,34,EWR,218
2018-03-02,1580,PDX,253
2018-02-10,2290,DCA,175
2018-07-01,1266,FAT,192
2018-01-26,1104,LGA,172
2018-08-09,1605,RDU,157
2018-04-26,2388,CHS,155
2018-01-27,2176,RNO,232
2018-01-18,2202,TUS,136
2018-10-26,1106,ORD,138
2018-04-05,2344,STL,106
2018-04-28,2333,ORF,170
2018-07-20,2709,PSP,162
2018-09-15,2502,BNA,96
2018-01-17,329,MSP,150
2018-06-12,2347,COS,285
2018-09-13,2649,LAS,188
2018-09-30,2373,SAV,129
2018-07-10,1761,PIT,160
2018-06-13,2547,FLL,161
2018-05-14,2401,LAX,243
2018-06-07,1006,SLC,176
2018-04-22,2697,ONT,188
2018-08-23,2656,CLT,156
2018-10-04,2444,PHX,143
2018-08-24,2360,LAX,180
2018-08-10,2360,JAX,140
2018-06-06,2651,BWI,183
2018-10-15,2086,GEG,227
2018-10-26,2568,SAN,162
2018-10-02,2753,DTW,142
2018-04-05,2248,BWI,179
2018-06-12,2271,PBI,0
2018-08-17,364,SJC,209
2018-03-18,1349,SEA,251
2018-06-29,2552,CLE,150
