2018-07-13,1716,PIT,162
2018-07-10,1524,SNA,177
2018-09-28,2814,EWR,181
2018-10-09,1524,SNA,187
2018-07-16,1055,DCA,239
2018-09-12,2578,SLC,167
2018-08-21,2331,CLE,155
2018-03-13,2336,MIA,149
2018-07-19,2250,OKC,56
2018-06-17,2697,LAX,181
2018-08-24,2745,RDU,161
2018-08-25,1908,MIA,197
2018-09-06,2616,OKC,61
2018-05-15,629,TUS,134
2018-09-20,333,ATL,128
2018-07-13,919,FLL,170
2018-09-01,1771,LAS,183
2018-06-08,407,PHX,145
2018-02-18,2341,IND,127
2018-07-26,2225,FAT,201
2018-07-01,407,PHX,137
2018-08-07,2711,IND,121
2018-09-17,2599,LAS,177
2018-08-13,1195,MIA,175
2018-09-29,2403,ATL,111
2018-07-26,2055,MCI,89
2018-08-21,2479,SMF,230
2018-03-17,1523,FLL,153
2018-03-06,1221,AUS,66
2018-09-04,2578,SLC,181
2018-05-22,1424,SAN,173
2018-10-22,1316,PDX,240
2018-04-21,5,HNL,469
2018-03-31,2528,FLL,156
2018-03-01,1418,DTW,169
2018-06-24,2538,MCO,194
2018-03-02,1885,CLT,129
2018-10-19,1996,MEM,79
2018-07-29,2724,SNA,179
2018-02-09,2222,AUS,65
2018-06-28,2736,EWR,229
2018-04-21,2319,ORD,130
2018-10-29,1608,LGA,180
2018-07-13,2375,SLC,154
2018-05-31,1258,ORD,0
2018-04-05,2555,MCO,142
2018-01-30,2289,LAS,167
2018-02-11,411,SJC,241
2018-07-29,1607,CLE,138
2018-08-28,2538,MCO,171
2018-06-07,1477,JAC,153
2018-03-11,2535,ORD,135
2018-04-10,1439,BNA,104
2018-02-09,1207,OKC,49
2018-10-03,12,JAX,137
2018-07-27,2331,CLE,164
2018-03-25,2625,OKC,57
2018-03-05,2560,DEN,128
2018-04-25,2182,LGA,281
2018-05-01,386,JAX,127
2018-01-18,2477,GSP,121
2018-08-21,1779,PHX,135
2018-04-13,1483,BOS,219
2018-09-08,1350,ATL,148
2018-02-27,1075,ELP,121
2018-01-11,2298,SEA,313
2018-01-15,2557,AUS,0
2018-01-11,2753,MKE,120
2018-04-15,2358,MSY,83
2018-08-23,1761,PIT,161
2018-02-09,610,DCA,165
2018-02-05,2714,FLL,144
2018-02-04,1460,DCA,150
2018-02-16,2560,DEN,125
2018-07-26,2276,IAH,60
2018-01-07,2236,TUL,58
2018-06-02,2523,SAT,66
2018-05-11,2571,ELP,97
2018-03-09,1261,IAD,160
2018-05-05,2195,BOI,209
2018-06-24,1135,STL,90
2018-07-24,2309,CVG,118
2018-05-11,2358,MSY,75
2018-10-15,1619,TPA,138
2018-05-07,1561,AUS,52
2018-10-17,1155,RDU,162
2018-09-26,2649,LAS,243
2018-10-30,2712,ABQ,106
2018-07-14,1834,SBA,196
2018-07-21,2318,LAX,204
2018-03-28,2298,SEA,295
2018-05-01,2098,LAS,178
2018-07-24,1599,SNA,174
2018-05-07,2497,ATL,127
2018-03-25,2555,MCO,153
2018-09-05,1055,DCA,168
2018-09-28,202,DCA,170
2018-07-20,2607,PHX,149
2018-04-29,2460,LAX,201
2018-10-14,1373,AUS,69
2018-05-23,2497,ATL,150
2018-07-22,2334,PHL,256
2018-01-26,2680,MIA,163
2018-10-16,2707,AUS,60
2018-08-06,1133,RIC,169
2018-02-14,1393,SFO,239
2018-09-17,2528,PDX,233
2018-01-08,1292,TUL,63
2018-10-21,2724,SNA,184
2018-07-25,2487,CLE,154
2018-07-20,368,SEA,264
2018-05-30,2601,RDU,172
2018-06-18,2479,SMF,229
2018-06-05,626,PHX,163
2018-06-18,2745,RDU,0
2018-01-09,2705,MIA,155
2018-07-03,2716,LGA,218
2018-07-26,1328,COS,112
2018-10-10,1599,SNA,194
2018-09-11,2502,BNA,106
2018-02-20,301,DTW,0
2018-07-09,2463,ABQ,103
2018-02-02,2319,ORD,135
2018-08-08,1460,PDX,236
2018-07-18,1576,FLL,166
2018-03-26,5,HNL,529
2018-02-26,2460,LAX,205
2018-07-26,2301,OKC,46
2018-01-21,331,DEN,138
2018-02-20,656,MCO,141
2018-04-16,2397,MSY,82
2018-10-10,1660,MCO,155
2018-03-23,2207,SFO,245
2018-03-20,1492,AUS,61
2018-09-22,2753,DTW,135
2018-09-24,1996,MEM,82
2018-10-03,2695,DCA,173
2018-01-22,1163,ATL,113
2018-09-25,2762,MKE,127
2018-07-03,1166,BNA,111
2018-01-16,1583,TUS,137
2018-02-13,1209,SMF,227
2018-08-14,2019,PIT,152
2018-07-15,2276,IAH,67
2018-02-21,936,DCA,164
2018-05-18,243,BNA,113
2018-03-19,1198,TPA,131
2018-06-04,315,SAT,61
2018-07-24,2779,SNA,182
2018-03-16,2495,COS,112
2018-08-28,2437,LAX,195
